experiment_id,eval,K,selector,baseline,n_events,n_wallet_clusters,bootstrap_B,point_incremental_diff,ci95_low,ci95_high,p_two_sided,relative_improvement_vs_baseline,holm_p_all_registered_comparisons,holm_p_primary_K100_family
SEL_STATS_001,holdout_sep,50,hybrid,static_pagerank,1000,824,2000,0.01719460221022951,0.007662266899069882,0.02755177755797924,0.0009995002498750624,3.73817964598556,0.3148425787106447,
SEL_STATS_001,holdout_sep,50,hybrid,no_selection,1000,824,2000,0.021794328236958815,0.013620551886206358,0.030844989185564782,0.0009995002498750624,,0.3148425787106447,
SEL_STATS_001,holdout_sep,50,reasoning_value,random,1000,824,2000,0.010245299626978503,0.003636060303708392,0.017583067760745613,0.001999000499750125,2.4733033466556607,0.35782108945527236,
SEL_STATS_001,holdout_sep,50,reasoning_value,volume,1000,824,2000,0.006741392458128295,-0.003961649745206157,0.017627415588462862,0.2108945527236382,0.8816585953964908,1.0,
SEL_STATS_001,holdout_sep,50,reasoning_value,activity,1000,824,2000,0.014089405921566506,0.005956362305394513,0.022899723180043033,0.0009995002498750624,47.240514528282134,0.3148425787106447,
SEL_STATS_001,holdout_sep,50,reasoning_value,static_pagerank,1000,824,2000,0.009787928253523717,0.0012992020044155965,0.01901750747044737,0.022988505747126436,2.1279372285752323,1.0,
SEL_STATS_001,holdout_sep,50,reasoning_value,no_selection,1000,824,2000,0.014387654280253017,0.007679532655831343,0.02223043384333314,0.0009995002498750624,,0.3148425787106447,
SEL_STATS_001,holdout_sep,50,dynamic_influence,random,1000,824,2000,0.0007857226083357469,-0.004959530854175046,0.007839644614037331,0.8145927036481759,0.1896801877440978,1.0,
SEL_STATS_001,holdout_sep,50,dynamic_influence,volume,1000,824,2000,-0.0027181845605144606,-0.012767709640718763,0.007208157976218391,0.5867066466766616,-0.3554919545979056,1.0,
SEL_STATS_001,holdout_sep,50,dynamic_influence,activity,1000,824,2000,0.004629828902923748,-0.0023613754282305866,0.01325501087597458,0.223888055972014,15.523401112125267,1.0,
SEL_STATS_001,holdout_sep,50,dynamic_influence,static_pagerank,1000,824,2000,0.00032835123488095876,-0.007184976699591971,0.008513303903220755,0.9305347326336831,0.07138495488054912,1.0,
SEL_STATS_001,holdout_sep,50,dynamic_influence,no_selection,1000,824,2000,0.0049280772616102616,-0.0009284411996152589,0.012176601626150314,0.10294852573713144,,1.0,
SEL_STATS_001,holdout_sep,100,hybrid,random,1000,824,2000,0.021344080435498312,0.01183600738794413,0.03179490236396908,0.0009995002498750624,2.5763221913683694,0.3148425787106447,0.014992503748125937
SEL_STATS_001,holdout_sep,100,hybrid,volume,1000,824,2000,0.01122471240712201,-0.00362593603503589,0.025479821354372195,0.1409295352323838,0.6099035666309076,1.0,0.1409295352323838
SEL_STATS_001,holdout_sep,100,hybrid,activity,1000,824,2000,0.023181389758262533,0.010068308092514857,0.03727052106230054,0.001999000499750125,3.5954632590755433,0.35782108945527236,0.014992503748125937
